accepted_date ,a_id,change_ticket,risk_level,deferred_count,acceptance_type,false_positive_state,existing_patch,owner_comments,rejection_evidence,remediation_comments,completion_date,remediation_plan,remediation_proof,approch_used,vulnerability_source,status_date,unique_id,total_nd_vis_count,total_vis_count,active_vis,active_ns_vis,task_state,task_desc,assignment_count,cve_code,asgm_group,task_id,last_update,task_creation_date,task_closed_date,asset_identifyer
6/18/2021,754DDE07,,Very High,0,,,Yes,,,,12/20/2021,MtT2vibNPm4CkibIydQS6HpN8UTDgswwCvVx3djD,,,Infra,9/18/2021,H9HWuw,,,,,Closed,dtTUBtBGaO8LUfaUbjVcewGIXuz4OdG9g3sQbKOn,1,CVE-2021-44228,xckWXQ7lVR,task18616,12/15/2021,6/18/2021,12/15/2021,asset0962
3/9/2023,0BFA32A8,,High,0,,,No,,,,8/31/2023,7XG6tVBHfvjslFZyDUBqTzAWBKTKox5lRzKqRo9k,,Removal of software,Infra,5/11/2023,7WZ1yt,,,,,Closed,OMFUBj3XkS5lFQLE9GZ6Sf9mBHGLpPC5398r1RqH,1,No-CVE,imp4wj6Qqe,task16590,6/29/2023,3/9/2023,6/29/2023,asset0922
10/20/2020,B73E6AC5,,Critiacal,0,,,No,,,,8/13/2023,BdXvE8aYtVuVrpT4jHgxvrjAXYaJuYdqusN941TP,,,Infra,1/22/2022,qcQVEV,,,,,Under Investigation,3JC87IWRzfPhVFldDCTMOlK7zSJLtoihTz1OxayC,0,No-CVE,TFi5WyYuJt,task16793,6/1/2023,10/20/2020,,asset0159
6/3/2023,053C2F23,,High,0,,,No,,,,11/10/2023,xkIRbSxKAv6Moe3y5E98FL99z2ryey8Z2iqWexSY,,Patching,Infra,8/7/2023,x9wyvH,,,,,Closed,YHuw4iu13zEdQzN6Lqixf8yBYNFqeBaKbZL5nVwl,2,No-CVE,kl6L4RPb4l,task17521,9/8/2023,6/3/2023,9/8/2023,asset0858
10/8/2023,E0D07C1D,,High,0,,,Yes,,,,10/14/2023,AE8wTrsmpCX6w3C6XV4nZECT3j8yfpxjLPkVpxGH,,Removal of software,Infra,10/8/2023,YuVTyn,,,,,Resolved,N2b4O80tb5M9tODZVimlHzmMK2hPc5HEGSWIZjP9,0,CVE-20163427,WVJxE3roiQ,task18571,10/9/2023,10/8/2023,,asset0458
6/3/2018,BFE97E7B,,Emergency,0,,,No,,,,1/24/2019,T2GA4cE3xoNYPVSd4zbtpCMmuYIUbDeO1w4YFKmU,,,AppSec Scan,11/29/2018,BSti0S,,,,,Open,nP3svU5G8Bc3UfdXukjyJY3UHswUByTygeoodilB,0,CVE-2021-44228,5jcKNLtm7g,task15376,12/17/2018,6/3/2018,,asset0470
3/8/2019,6A5F45F9,,High,0,,,Yes,,,,10/8/2019,BoXzEpQTD4vucNmXnD7obctaCn9lVICYSw2o89IL,,,Infra,5/25/2019,7zx60y,,,,,Under Investigation,K4obDu3DwJocqZxxU9BLm5G0bR2JVjmDKy1SB6VL,0,CVE-2023-44487,fUnXxbJWWI,task15466,8/3/2019,3/8/2019,,asset0561
10/20/2020,18959866,,Emergency,0,,,Yes,,,,7/31/2022,6S12cZveKfjqotytNpiZ0i8q8T8oaSRrUUt7N7f7,,,Infra,7/6/2022,7pgcl2,,,,,Open,pfeKR2D6MemvWZeQ3x4mY8U0ypGjb0L7uLWm1Uza,0,CVE-2023-44487,jxamZJTfXg,task16038,7/12/2022,10/20/2020,,asset0312
7/24/2021,05987626,,Very High,0,,,No,,,,10/29/2023,sG00dO84FwCw8T2seJkt7D12Mytp1Zj2BvqLVVXf,,,Infra,8/24/2021,u5FGnp,,,,,Resolved,jJQAXy0cfcUeTnowp9pP33TvRFx0Vwl7weGRcUZo,0,No-CVE,PXCiE2w57C,task18129,12/20/2021,7/24/2021,,asset0377
9/4/2021,DD3EE8C1,,Emergency,0,,,No,,,,12/15/2023,aSznD6RwLaWs0hMpvmNQHeSBkwZ15eYSRioDfsaY,,,Infra,9/10/2023,qq7D47,,,,,In Remediation,M1AQMtTV5mUGbZA9H1Rg79bqW8ajT7K6N2mGPHoc,0,CVE-2019-17571,YeReTVwIt5,task16940,10/22/2023,9/4/2021,,asset0908
10/5/2022,BF912853,,Very High,0,,,No,,,JadPcP3Q5aQKFkjqlKehlvyMa82DG14n0thmBbckiWHwrXb2Ekw6q1nmsWSOcabe7OB2TTTmeWU9eabcHIODBzPkSEsI5TH8CC6e,12/7/2022,VlqLo7UnOQR6zdtDBYTJmn7JoEejq4VR1WsF432h,,Patching,Infra,10/16/2022,5LS9XW,,,,,Closed,eCHSuUjC5QjrMk5XcrbCAMsJGhbkl3KQFBYjaiBe,0,CVE-2023-4863,z54W4ugmUB,task19300,11/3/2022,10/5/2022,11/3/2022,asset0070
2/24/2018,00AF8D27,,Very High,0,,,No,,,,6/24/2018,YKaeqQkItvJNGopoEp3Ib1ZWd2a5CbuTH5ME8Puq,,,Infra,3/8/2018,9gGkOA,,,,,Closed,8RLvIDHs7UlVOKUplpt3LvEzy0vnwU9odo91XsAq,2,CVE-2019-17571,gl8c3DSYM0,task18292,5/30/2018,2/24/2018,5/30/2018,asset0257
3/29/2019,A587767A,,High,0,,,No,,,,12/4/2020,qq8YgQMOKSa6v96xkvIgv7AayBMk9kJchhtMLpKG,,Major Version Upgrade,Infra,10/4/2019,cUQvqb,,,,,Closed,9vcruDClSqCLF8aQrhy1FWZZZjDOzdMOlpRWcN7d,0,No-CVE,Y73bkWzfEV,task19606,7/1/2020,3/29/2019,7/1/2020,asset0365
9/1/2019,52F57013,,High,0,,,No,,,,10/14/2020,3zPHmbaKTjFpuS17dOl3exdzdgV8vNQIUQmmPS8C,,,Infra,7/28/2020,Qbn0tc,,,,,Under Investigation,3rfhVuvCRorenhkUZcgB83ttajf8hofaT8fKCuVo,1,CVE-2021-44228,yv2GU4cbLk,task19272,10/1/2020,9/1/2019,,asset0921
2/6/2023,1403BC46,,Emergency,0,,,No,,,,7/27/2023,p8ptSpRzva4fu6kPw8WybAVqF4KHErJp5QYNLo1E,,Patching,Infra,3/18/2023,vCvb1E,,,,,Open,MHjhw6h1Mwkc5kkXLb8sFW0AdNOqStXBSVuJkHFj,0,No-CVE,Jmu4dDQTav,task19103,6/8/2023,2/6/2023,,asset0616
4/7/2023,EF496136,,Very High,0,,,No,,,,4/29/2023,sUXDPGhzGsb8CqgQbrpuYllaw4PMBhG942tHglG2,,,Infra,4/12/2023,TCeY04,,,,,Closed,TIOF9g49zonmMdNTsEvGVtKI8cDzR6A6o98cCmFS,0,CVE-20163427,N6xVfxVs2Y,task15892,4/26/2023,4/7/2023,4/26/2023,asset0078
12/27/2023,A092B173,,Very High,0,,,No,,,,12/28/2023,hSwBO57eVWu8gHX1QJhCumRt7htFkH4YDvIxoEU9,,,Infra,12/28/2023,o2rpfh,,,,,Closed,4Y2rvHJ8iiwMP23cjkND6R2nHqCZ8djBmlKPvrCM,0,CVE-2018-1270,dYa0lr2ZsX,task16595,12/28/2023,12/27/2023,12/28/2023,asset0566
11/23/2018,82B4203A,,High,0,,,No,,,,7/25/2020,fNWrt85SwLcfoivUHRG3uh8ox7i7lZtBVjlgJxlu,,Major Version Upgrade,Infra,9/1/2019,Fq8AAQ,,,,,In Remediation,IfZRMc61CbVaQFdliBk3IExFisxQfelolCfuB97p,2,CVE-2018-1270,QwuGUot4S4,task16810,9/12/2019,11/23/2018,,asset0493
9/21/2020,AF1AF52F,,High,0,,,Yes,OSPO,,,12/17/2023,LWkoOWFH2dDBuWdgQh9cVlPIIBlpnt5PJCHprp0y,,Patching,Infra,5/14/2022,tVcxbP,,,,,Closed,qlVZ9pak2qszj953V2wRqacvaQ1SlkXXQkRUlFDq,0,No-CVE,Ip5GOWRALn,task16239,4/22/2023,9/21/2020,4/22/2023,asset0857
6/2/2023,2C94A89B,,Very High,0,,,No,,,,9/18/2023,fRzUWfjXAc7zzW8xinfjcvt6A0oB0iEiTiXMXu8W,,Patching,Infra,6/10/2023,xWM7QD,,,,,Open,mytaOGz1eTTBZGWcKyE8iUDRWiPcP6HtClbiHBwO,0,CVE-2023-4863,fE1Nkk6Eso,task15694,8/17/2023,6/2/2023,,asset0721
6/6/2022,6D5DCC24,,High,0,,,No,,,,8/23/2022,4gKqS35UmgT2W24UBGxcOFPVfAEmoT8NLh2lPtZ5,,,Infra,7/31/2022,XlpZIT,,,,,Under Investigation,gMCpLLfBPW72U4ZM075nyFD1hFSDZN5nN3k6pWUB,2,CVE-2022-42889,dryFgTaDD8,task19423,8/10/2022,6/6/2022,,asset0849
4/13/2018,FCA34F4A,,High,0,,,Yes,,,,10/30/2023,T8WtCI3RkSdv7AX4QU8dFxSbWeaxePKRvsJZvT7r,,,Infra,3/29/2019,MrGuml,,,,,Under Investigation,lTKnOPKWlMcMey8lVH8RRs7fjrYjkOlFaanY7uHa,0,CVE-2023-44487,x67zc1lWBr,task15368,10/18/2023,4/13/2018,,asset0163
7/10/2022,390ACEDB,,High,0,,,No,,,,12/24/2023,e5jT5XDHHrAAk4wRuE8siAAmzvaTfknTsVyo7g99,,Patching,Infra,6/6/2023,WOiBT1,,,,,In Remediation,x2sNzSm6IhDYVLZGPYo4GCiSJbieAPEfoM6R4cIF,0,No-CVE,ZEl7uZfSpL,task19093,11/25/2023,7/10/2022,,asset0547
5/30/2021,69D43D4E,,Emergency,0,,,No,,,,10/17/2021,iNpOPWWWWor8RADICH2Q5NpjudcebBN7PQ6apqpp,,,Infra,8/11/2021,k8Pv3v,,,,,Closed,OfxL31H27ifa33Bg4gJC9Ow1sbiXuRhgCTEf4aiq,0,CVE-2023-4863,2qMDEkbBu4,task19917,8/31/2021,5/30/2021,8/31/2021,asset0706
5/6/2022,D10A8EDA,,High,0,,,No,,,,7/1/2022,vx4iB3iCInowYTivMVWXk2U8IpwxDEDsuH6LtKJM,,,AppSec Assessment,6/17/2022,axQ3zq,,,,,Closed,Z7THTNC1rO84kdOdzisUe4a7HCGS6JeSWiNEEQ5K,0,No-CVE,vPvSjy8wFM,task17740,6/18/2022,5/6/2022,6/18/2022,asset0995
7/21/2023,67E302B3,,Very High,0,,,No,,,,8/10/2023,at0SslSJgLYM1EcWTuXHyXgsNk9ZlWGJISHMpipl,,Removal of software,Infra,8/5/2023,wSrbx3,,,,,Closed,Bl89KP8lONWBiHJMpRWmSSh6saVEAyt6KFeoZPv1,0,CVE-2019-17571,YTjlAFyNnO,task18722,8/8/2023,7/21/2023,8/8/2023,asset0846
9/19/2022,8E0513D7,,Emergency,0,,,No,,,,1/31/2023,OsO7jd7Ly8K05cowCqq78WUofETxZeArNfaG4rxE,,,Infra,10/18/2022,d9f6OS,,,,,Open,bEWafbyZlOeHnE1qLOfflObeEH8GWC2OTcmjGzAD,1,No-CVE,NPZ4pOij3u,task15951,11/4/2022,9/19/2022,,asset0999
6/20/2018,337F827B,,High,0,,,No,,,,7/27/2022,g2cXY5B8eFK7wU7UlV3SJffkA5QykztlwzN6AVYK,,Removal of software,AppSec Scan,4/29/2021,p0buI1,,,,,Closed,43zbMo6u44NIci4XkarAy0Fem8poMswxPr4tfrZj,2,CVE-2019-17571,fhgT2luDoO,task19508,5/31/2021,6/20/2018,5/31/2021,asset0145
6/4/2018,023865EC,,Very High,0,,,No,,,,6/2/2021,XjQJKTP4d4Vo7dn1BMApio0Qi91MPWEDUxi8Qu83,,Major Version Upgrade,Infra,11/4/2020,LZC1J6,,,,,Resolved,PlJeuwDrBqNxcnf6ZVdwPIql05pof8fZe2e3bePw,0,No-CVE,jkTSwGrhpO,task18238,4/29/2021,6/4/2018,,asset0430
4/27/2019,7BAE2376,CBDEC3,Very High,0,,,No,,,,11/3/2020,wAnvUph5D7ejYrDC5WIVy9sMCNys7I0EincFs4DB,,,Infra,6/26/2019,FSJqpP,,,,,Closed,0CEY7kqxf1eLz8xEfnqZVLWrOol2XmxMprSE7tEY,2,CVE-20163427,kXSQMrUw3a,task15810,10/26/2019,4/27/2019,10/26/2019,asset0345
3/14/2023,B03ED938,,High,0,,,No,,,,8/7/2023,nMI3mi3ztzSrfzhFGSJa64ARWmhFAJ9z3cCHBh5D,,,AppSec Assessment,4/4/2023,NqzsI9,,,,,Open,4g0h7aTGGqpLuir9Grnyc7zNLSrwhwxHzBjPLcMq,1,CVE-2019-17571,vmSLjaISi3,task19764,6/19/2023,3/14/2023,,asset0626
6/2/2022,5F4AFC11,,Emergency,0,,,Yes,,,,6/22/2023,StyGSv4ustnnFf1KgiYQcm6utTzxLCEpBYIJWdp7,,Removal of software,Infra,11/1/2022,2zNS79,,,,,Under Investigation,Tn5C1chysD75KMuGJGpZqoByElDULBwPsGJIWsCf,0,No-CVE,dF4zX4Cc2A,task16466,1/14/2023,6/2/2022,,asset0781
9/17/2020,A3881DE9,,Very High,0,,,Yes,,,,2/9/2022,AJnbqsRuXz9NQnUisBpDFG5OUbX8zXoryBrqrOJU,,Major Version Upgrade,Infra,3/9/2021,JBMA9j,,,,,Closed,mv9SH82kadyFWyz90ZRtPWHIwPftnyVUcnPCTA0t,0,No-CVE,URi9SKRvp8,task16364,9/17/2021,9/17/2020,9/17/2021,asset0092
8/12/2023,59A5C0C3,,Very High,0,,,No,,,,10/2/2023,lOn54M5gId3OkCi1waIcC0Sxst6CKkEwCjmoghER,,,Infra,9/18/2023,FqOERl,,,,,Closed,Fw4Qdn95zFLPWmE2AwgObg90EYUIhP02fTcWMm8p,0,No-CVE,qFeVMHgnSl,task16739,9/25/2023,8/12/2023,9/25/2023,asset0491
8/30/2021,1365B2D8,,High,0,,,No,,,,10/28/2022,XBjIEIwaUtXbgnKr71UHhrUEnNsIVacrV6VZHqY6,,,Infra,7/23/2022,hLnCN0,,,,,Closed,0FWD1JfGMWCq6KZSa8WmVm6pysD1jmbLOQnvzIYV,0,No-CVE,yrsmnNpYse,task17951,8/26/2022,8/30/2021,8/26/2022,asset0597
12/18/2019,10C5875D,,Very High,0,,,Yes,,,,6/22/2020,oEqgHJtlVhEjgzpCLWHkKO1xGNH0yVuE3hpVJSdK,,,Infra,12/18/2019,11DewF,,,,,Closed,YjRCbX3dxh7wKjJ9agzsCebrs9vHAnIsyUn8fRwf,1,No-CVE,fSe3uKFo91,task18721,3/13/2020,12/18/2019,3/13/2020,asset0819
3/7/2022,BF086093,,High,0,,,No,,,,8/8/2023,zVLmXn6fkNw1y7TOfalPYVgUqdZNSNedXLMidSmP,,Removal of software,Infra,2/2/2023,nFpifn,,,,,Closed,kIftnooQS3nTGkUZ55UJ6l6xdrAaOrjRQgr6uT7T,1,CVE-2018-1270,YdkXNGWY8N,task16634,3/8/2023,3/7/2022,3/8/2023,asset0698
6/7/2022,09907476,,Critiacal,0,,,No,,i01TRy310BjPIaOpWBSQ5uhZbid8KIMWon0HrFVq3s89CjJaKiWiCtEg9UDwAsTyGHnPMUVzAdHnDi3Yymxy1uc9wbDfdLXEHGZP,,9/18/2022,NeSfALiL0xW0c9B0v5msZS9Bc0SnVCEPOUjAAjgf,,Major Version Upgrade,Infra,7/18/2022,xHUOzw,,,,,Resolved,QnCvtEyXTDp1RXH4xNT9qxY01y7R4XM0Yqj7PBWV,2,CVE-2019-17571,LgvKWq1U0P,task15055,8/19/2022,6/7/2022,,asset0118
6/15/2021,6001A88C,,Critiacal,0,,,No,,,,9/23/2022,FVaXAzFYXzsme6u5lN9DWfCBsml69vqhSboC0iSe,,,Infra,11/11/2021,Wwx0bF,,,,,Closed,e8seYc0w1MWRlChsDiABqkqcWCAt9doAA5djVo49,0,CVE-2021-44228,b7dNEWVNQh,task19110,12/7/2021,6/15/2021,12/7/2021,asset0728
4/20/2022,D213EB05,,High,0,,,No,,,,10/7/2023,vDxoHbih6pZgnHgGGaXD2P6R5GJsOeQA2gJDyrj1,,,Infra,11/25/2022,aKdsfj,,,,,Closed,c1GvbG6YhNeapEszGpqdbEWuNuFlDXi2H2XkRdjd,0,CVE-2021-44228,s2J1xT2nfR,task17934,1/29/2023,4/20/2022,1/29/2023,asset0986
4/20/2022,734E8497,,High,0,,,No,,,,4/24/2022,yhSjz8Bu5qxhtidzqoFTHaoTBd35NIMgi05LBQrB,,Removal of software,AppSec Assessment,4/20/2022,A3N2DW,,,,,Closed,Y6SvRpKsQlF79NboyoQRipt05AMC65Olv7gTIBrb,2,CVE-2018-1270,3pVRzmxBmd,task19367,4/24/2022,4/20/2022,4/24/2022,asset0822
12/3/2022,5BBE1044,,High,0,,,No,,,,12/27/2022,i8n95rvvuzLSbgYzZul3sGNSldfsjR5ai7WgSreR,,Removal of software,AppSec Scan,12/17/2022,ONCZF6,,,,,Closed,XOjrqHZ2w2hDOwSWjvD3wsdhlnruVfcKkGDUXlB1,0,CVE-2022-42889,B4VikYmBoX,task19106,12/24/2022,12/3/2022,12/24/2022,asset0259
11/9/2023,642FCAB1,,Very High,0,,,Yes,,,,11/18/2023,7HHXEbNa4DXImdsGTeaHlOYVH1b6mqH7J3Qadp3f,,,Infra,11/12/2023,ThejGu,,,,,Closed,29IMz7cDqHlJMotClxPUJVPhL6NFxoMDUi9ha6Xu,0,CVE-2019-17571,NpF9bf6tr7,task17309,11/12/2023,11/9/2023,11/12/2023,asset0675
2/17/2022,4EC38AA0,,Very High,0,,,No,,,,5/10/2022,0bu917aTE3etK5eFpgWRRLTCU6v3RIYA3n3lccHT,,Removal of software,Infra,4/4/2022,ZecUvL,,,,,In Remediation,hsdHFtMRwYGQMvUsWfMEO5wlqXvZS1oYauhTgLAa,0,CVE-2022-42889,7UUqjufn2o,task19815,4/28/2022,2/17/2022,,asset0861
8/2/2021,031BA188,,Very High,0,,,No,,,,2/23/2022,G6qcsBJfbHBEl0nsYYcw6DY4tfPYmfO6cWxgpqmr,,,Infra,1/14/2022,sPU8Og,,,,,Closed,l6VglRNsEvwLgMtStaWIqqjQtOAXDJ7DMWZKUsLv,0,CVE-2019-17571,gtzOEbotj8,task16181,2/6/2022,8/2/2021,2/6/2022,asset0946
7/20/2018,AE7896E1,,Very High,0,,,No,,,,10/10/2019,1H53UOZcyEAhmSvUyZu9hTIFp6A2YtRsi88edRn0,,,Infra,9/16/2019,dAbGnO,,,,,Open,8sU2eZluTtFfBaZCI4d8sOBnacmCD4uz6mV025a5,2,CVE-20163427,TgpZR7udaT,task18275,9/20/2019,7/20/2018,,asset0916
8/28/2020,943453BA,,Very High,0,,,No,,,,3/15/2021,vy2GGHOJVPJvMYY0e4lAuw5h7QILUvoIB3EHswmv,,Patching,Infra,3/9/2021,1TpDvh,,,,,Under Investigation,wNBc2X8ZUmmDZbwnoGB42eZmycL5fxLNqRbWH0ng,1,CVE-2023-4863,rlWKFNhy08,task18420,3/12/2021,8/28/2020,,asset0046
3/8/2019,C075B26D,,Very High,0,,,No,,,,11/8/2019,DUFpnCar8pkT8C0hiEsokz10qFO0OQ0ga1W9ueuk,,,Infra,6/30/2019,KABnWz,,,,,Under Investigation,GaglntlNkUHXY5MbN5pPvWYJm3EpCLnsPNgkDw9a,0,CVE-2021-44228,TlmxWSBMBN,task16343,7/22/2019,3/8/2019,,asset0740
12/20/2022,49DE6198,,Very High,0,,,No,,,,10/2/2023,Vm9Ga8g5ARTLQGnygAglBKVFETYx3kKRZCid9dCP,,,AppSec Scan,6/22/2023,Zr2dYK,,,,,In Remediation,bvaf4st2GJHyawYYx02YtYuWGONL4m3IxFca5SPV,2,No-CVE,IS1MGWSOGB,task16582,8/7/2023,12/20/2022,,asset0878
4/19/2019,F275AD20,,Very High,0,,,No,,,,10/24/2019,7kiuL9jzZnXxIutvCiRRtUEKD1tISzGmiG1cE94h,,,Infra,7/4/2019,hgdIdN,,,,,Closed,2vNvHMpNrg2umGjI57JLuvuxqEDqB3r1QFuh6MV6,0,CVE-2021-44228,YgrreG17Yu,task18984,10/9/2019,4/19/2019,10/9/2019,asset0609
8/13/2022,9B95AB81,,Emergency,0,,,No,,,,4/5/2023,jCQi34OG2CG01x8thh4MT1UCK59EIoqOfnsVsQDu,,,Infra,2/14/2023,XLWIzS,,,,,Closed,yhbXHhtcErXjQI52KueFcxQziN4EtsWrqm6w4lfu,2,CVE-2021-44228,h8tWszqDbF,task15777,2/15/2023,8/13/2022,2/15/2023,asset0913
5/27/2019,2A54CD22,,High,0,,,No,,,,7/23/2020,wmHqJRekArupyjqTq9hkMREem6yOO5NZKrQHMUjz,,,Infra,7/23/2019,fzjBPl,,,,,Closed,TDLScHgVjXTduMlK3fdCMMeTojfOupWdp7kd5PsH,0,CVE-20163427,pC2nUwVGRV,task17032,6/20/2020,5/27/2019,6/20/2020,asset0908
10/25/2021,F766BEF3,,Very High,0,,,No,,,,1/30/2022,Xy39IcRj7AK3WbUfRFTFbrLtkuo1eFZEyOIGwKlt,,Patching,Infra,1/24/2022,tYBV3D,,,,,Closed,E9sFgRnf65tKTBzCeTaYAWA7a5lHLum2EG2nTipd,0,CVE-2021-44228,lID6Zwoj2g,task18730,1/24/2022,10/25/2021,1/24/2022,asset0201
8/30/2021,199CDBA2,,High,0,,,No,,,,9/4/2021,k4lrnrtz2N50gpbwXSwcfSCFDJ0BaVRHjKZ7r0Ah,,Removal of software,Infra,9/4/2021,sBUyQb,,,,,Under Investigation,y0IAADYy6BDoPOB9SYqHc6FZsKbm7xEUDMJV2ewW,0,CVE-20163427,ttxtjDuQ8l,task16417,9/4/2021,8/30/2021,,asset0230
4/25/2019,11D9A73D,,High,0,,,No,,,,10/25/2022,jYNNNoGEHmPJJvC8hLDlJfVWNBtOunPAK4t3mZR1,,,Infra,12/18/2021,hTFtDH,,,,,Closed,7Ymwsx7A6MaeNZqTJXYumWEqgHSdWhNA92VwwiRk,0,No-CVE,vvKEfjE7BK,task15007,2/8/2022,4/25/2019,2/8/2022,asset0760
6/6/2018,C70E5155,,High,0,,,No,,,,9/29/2018,ExuRLqKeXbTMjU2hPkAyPcWlBdToSe7QKhQkrUDO,,,Infra,9/11/2018,q1a3CR,,,,,Closed,vv0z2brS9e1Z0drzZSX9rFotKCHZMxBiRowS6dzc,0,CVE-2021-44228,FjK8alurVa,task18147,9/25/2018,6/6/2018,9/25/2018,asset0437
11/10/2022,1AC97C3E,,High,0,,,No,,,,4/1/2023,OQ8k8NfZmmR8pPp2AI0PQL61A6CibsTmcJHq8odT,,,AppSec Assessment,1/4/2023,fdcwts,,,,,Closed,OTOIpX4bbIbxdXtAiAcLmUf1l2GAE6SPPtzsNySG,0,CVE-20163427,228zy47Y1E,task19071,2/15/2023,11/10/2022,2/15/2023,asset0868
11/5/2020,7042B8B9,356C54,Critiacal,0,,,No,,,,3/14/2021,WY8lwTvUbbSxDXUO1OVxFOLN1lTtlaKcaZqYaocZ,,Patching,AppSec Assessment,1/16/2021,VNDHL1,,,,,Closed,8vm3asAjI0cQhFxdR7Rgmv5x7lBUrJfnmeufkGTY,0,CVE-2018-1270,qiJ64iKJEx,task16623,2/12/2021,11/5/2020,2/12/2021,asset0856
7/21/2019,DC2F107A,,Very High,0,,,No,,,,1/5/2023,oCfS2Xg3bX9LvTkF5S9NHXx6bHLpTNU6eYy58xGa,,Patching,Infra,11/28/2019,WXoLws,,,,,Open,Lp06PI3WhL04jOOVnkdsdBXxp8mv8zT0yqiAnxGm,0,CVE-2018-1270,TVnEz92foS,task17445,12/23/2021,7/21/2019,,asset0576
3/29/2019,51BE0C18,,Very High,0,,,No,,,,8/16/2021,Ms31u5FUAiEW9NPT6n7fFvVJDOkke5vyCVXRlO6j,,Patching,Infra,5/28/2019,UfpIvc,,,,,Closed,QVajodRM9yURl3WHo7VeTTqhWARCHg30xtbT2Oki,2,CVE-2018-1270,Ao6OlvsIFk,task19061,10/21/2020,3/29/2019,10/21/2020,asset0715
12/24/2022,7635B47D,,Very High,0,,,Yes,,,,5/13/2023,cmao9E0bYjEnsiAV75bAdAAtzfPwlFhSJ09SaFgH,,,Infra,1/10/2023,g2HPob,,,,,Open,o5rGjGdbxWxWd3KvxgHbHgO9F57vLQc7gDim9BXz,2,No-CVE,Q5IfKP205q,task18655,3/15/2023,12/24/2022,,asset0965
9/28/2022,FECB1300,,Very High,0,,,Yes,,,,10/19/2022,6rX7xdjLSMbheFjkHHN3CzoBZNYrTmmR6UQFdc3b,,Patching,Infra,10/14/2022,cwVSWA,,,,,Under Investigation,70J8n0umer10F7vAAGBolLH5TcGCYn2K7yxBi1a8,1,No-CVE,edpw87SH7D,task15278,10/17/2022,9/28/2022,,asset0329
6/25/2023,83BCB9CC,,Very High,0,,,No,,,,7/31/2023,aqZZM75RKAmDEDUrptZCUdmZsXZRIHh4VpaHBsHE,,Removal of software,Infra,7/2/2023,jRavNW,,,,,Open,3OoXH2LpuI75BAwlhcEp0VZwO7Xw0O5GG52w91U6,0,CVE-20163427,M4v5FKH7xJ,task15944,7/22/2023,6/25/2023,,asset0316
11/11/2023,12B6AF1E,,High,0,,,Yes,,,,11/29/2023,6bqcncarO66GMfBrNa5Cb5mjnRBe13gjpNSIHUSM,,,Infra,11/28/2023,udkkoA,,,,,In Remediation,zz58d9neo69csJShhkXBKvUH4nhYmPhleyurhLAJ,0,CVE-2023-4863,KhwhdlzsZ1,task15873,11/28/2023,11/11/2023,,asset0519
6/5/2020,4EEAE659,,High,0,,,No,,,,11/18/2021,ntphbEQlnrDNr2QHCnxCsYLwzWrzQJO2m1mlV4Yd,,Patching,Infra,4/18/2021,vzOIcG,,,,,Under Investigation,hycxKbQEAc0GaMWo54giyfTn7uT8a7cOA0lr5dVQ,0,No-CVE,OTQLpgY5Ll,task18033,5/8/2021,6/5/2020,,asset0385
2/12/2022,7A1B0253,,High,0,,,No,,,,11/25/2022,jKlvxKdCZOvA5ZPqrg1bdSNj4WPYQYMGo7Anw3rU,,Major Version Upgrade,Infra,3/20/2022,EUHZOj,,,,,Under Investigation,34031S67J2OyfkCfm3j1RUJkIaPKIahIOIALm8LG,0,CVE-20163427,SSceOvfgjt,task18450,9/8/2022,2/12/2022,,asset0399
3/20/2018,09388FD9,,High,0,,,No,,,Nmhznji3IMoeRbTdUZId4tg2ejL3SmLGvVag81ScLWRjbpKwXQIEnaypzza0ylFzaJWirs6b23hA3QxQyQt15BKzz9OJG7I2dDe9,9/21/2019,hm9IV04PMwSnJ6KLixFqaxxs3Df6JmL0qOSKtPHB,,Major Version Upgrade,Infra,4/6/2018,Lb0M44,,,,,Closed,5o3U3E9QGa9IRaVvoGxsujlcBl6AvtFEPx30Nmv9,0,CVE-2023-44487,qBiPAqk1qX,task15332,8/18/2019,3/20/2018,8/18/2019,asset0896
8/13/2018,7E89F85F,,Very High,0,,,No,,,,6/16/2021,P2fQSJN9mxe9yWXqellbAakNXwq6ymOZ9DLLSLVe,,Removal of software,Infra,2/25/2020,b3Am0h,,,,,Closed,w5shA1WijNG8WX6VWZjmXdpOVWGS2yTnyqTJM3Qo,0,No-CVE,xLXBRj4la5,task18775,6/20/2020,8/13/2018,6/20/2020,asset0984
11/8/2022,EDE44B1F,,High,0,,,Yes,,,,12/19/2022,OMkJQH4qni6UlVpDyHPsSq0tgJYSjzUalr4uFSmK,,Removal of software,Infra,11/21/2022,Hw1YHO,,,,,Open,G4dvgBhdOeazq2QOClgnlLRycaq8cwjAQUFiy3ub,0,CVE-2021-44228,HFZA5DkDQ1,task16582,12/16/2022,11/8/2022,,asset0071
8/8/2022,A4309694,,High,0,,,No,,,,7/26/2023,4RIAOV3WW6LMjlmFIkYrTxdvaNwqwOtWDzkfRrAX,,Patching,Infra,2/7/2023,HgaiA6,,,,,Open,D8ws9kh8xzbd8yjGeBRbcfhuFHm2GhcYPu9g5oru,0,No-CVE,lwmGuqc8U4,task17391,4/1/2023,8/8/2022,,asset0146
