uniq_id,retire_date,record,crit,bus_process,fcc_group_id,fcc_group,prot_type,db_bus_approver,db_tech_approver,app_platform,lto_one,lto_two,lto_three,lto_four,lto_five,model_asset,npi_type,data_cetner,recovery_group,shared_service,mant_all,mant_first,mant_fourth,mant_done,mant_none,mant_other,mant_secound,deplot_date,asset_id,asset_status,asset_type,bhs_classifcation,bhs_rationale,bhisomess_facing,confidental_info,cots_product,critcal_facing,crown_jewel,version,goverance_rating,desc,maint_desc,eu_path,expected_yr,expeced_qtr,exteranl_facing,hamp,info_class,is_platform,l1_grp,l1.5_grp,l2_grp,l3_grp,locatal_resiliance,location,mait_days,mait_frq,mait_time,confidental_npi,other_lang,passing_data,platform_type,primary_language,production_date,recover_cap,recover_rpo,recover_cap_rtc,recover_time_hours,retirement_start,retirement_target,shared_system,software_name,sox_relevane,tech_prot,maint_thrid,vender_name,bus_capability,aws_version,cloud_date,asset_rate,data_id,research_asset,vender_name_other,sox_date,business_id,retirement_start,business_justification,recovery_proprty,critiacal_cyber,cloud_only,prem_only,enterprise_bu,lowest_rpo,lowest_rto,data_approch,subrec
id000163,5/9/2022,,Medium,,633V6985M13546WQ,519P4290Q28577RU,,544F6003I96317AS,447O9758E81472YD,Wintel Desktop,12/15/2018,5/26/2023,4/18/2019,4/22/2021,1/3/2022,Yes,No,Urbana A,Group 1,,,,,5:00 PM,TRUE,FALSE,TRUE,11/12/2023,asset0163,Deployed,Exteranl Data,Hold to Kepp,Under Use,Yes,Yes,Yes,No,No,9.00,Medium,GG11,FR99,\\path\assets\asset0163,,,Yes,No,Confidential-Restricted,False ,WK57,PJ44,XD56,IY29,Urbon A,Physically Hosted,Friday,Bi-monthly,8:00 PM,Yes,MS Sharepoint,Yes,,C,7/28/2022,,120:00:00,,250,,,True,564D9444K12985HR,No,Lender and Servicing Tech,Fasle,,,,,,,,,,,,,,,,,,,,,
id000164,9/23/2019,,Medium,,437B2535Q80817XU,631S8123W22308DY,,119M2788B96024OH,830H7238E48373JM,Unix/Solaris,3/23/2019,4/21/2022,8/11/2022,11/30/2022,4/12/2021,Yes,Yes,Urbana A,Group 0,Critiical Shared Service,,,,12:00 AM,FALSE,TRUE,FALSE,3/6/2018,asset0164,Deployed,Utiltiy,Sell,Set to be retired,Yes,No,No,No,Yes,7.00,High,LV10,UW58,\\path\assets\asset0164,,,No,Yes,Confidential-Restricted,False ,NM72,MJ96,XF90,MS65,,,Friday,,,Yes,MS Excell,No,,C++,4/19/2021,,120:00:00,,48,,,True,966T2030C36878HE,Yes,Enterprise Data,Fasle,,Data & Information Management,Unknoen,,,,,,,,,,,,,,,,,,
id000165,6/9/2023,,High,,652Z6464M41014QH,242M6983K72150ED,,313X6400V72233ZR,348S5694K55874OX,Wintel Server,7/21/2021,3/11/2021,11/30/2021,1/26/2020,10/9/2023,No,No,,Group 1,,,,,,FALSE,FALSE,TRUE,2/1/2018,asset0165,Deployed,EUC,Sell,Set to be retired,Yes,No,No,No,Yes,7.00,Medium,MJ88,GV82,\\path\assets\asset0165,,,No,Yes,Confidential-Restricted,False ,BQ75,XH39,YM15,LT57,,,Saturday,Monthly,9:00 PM,No,Javascript,Yes,,SQL,12/21/2022,,48,,75,,,True,229F3034F28035DD,Yes,Infrastucture,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000166,12/14/2021,,High,,997E8719H15733VH,546E1772L36467SD,,536U1422Z29361YM,102A2430H56847QG,Linux,9/19/2018,2/16/2018,10/12/2019,1/6/2018,1/9/2023,No,No,Urbana A,Group 3,,,,,5:00 PM,TRUE,TRUE,TRUE,5/5/2024,asset0166,Retired,Application,Sell,Set to be retired,No,Yes,No,No,No,9.00,Medium,EV85,ON96,\\path\assets\asset0166,,,No,No,Confidential-Internal-Distribition,False ,EK46,JI62,PD51,CU64,Urbon B,Physically Hosted,Friday-Monday,,,No,,No,,C++,9/19/2021,,24:00:00,,75,,,Fasle,434G4414V70626PL,No,Other,Fasle,,Technology Management,Unknoen,,,,,,,,,,,,,,,,,,
id000167,12/28/2018,,High,,119P5000M27547IN,838V5101N12460DJ,,754T1549K33738GZ,434F4871T11876OK,Linux,3/11/2021,12/18/2018,3/6/2020,5/12/2018,1/2/2023,No,Yes,Urbana A,,,,,,5:00 PM,TRUE,FALSE,FALSE,12/25/2021,asset0167,Deployed,Application,Sell,Set to be retired,Yes,Yes,No,Yes,Yes,9.00,Medium,NO59,WS33,\\path\assets\asset0167,,,No,No,Confidential-Internal-Distribition,False ,BF65,IU36,ID96,RB50,,Physically Hosted,Sunday,Monthly,5:00 AM,Yes,XML,No,,VB,7/16/2019,,24:00:00,,96,,,Fasle,149T8806W65578AC,No,End User Support,Fasle,,Risk Management,Unknoen,,,,,,,,,,,,,,,,,,
id000168,7/18/2021,,High,,384Y8046H36646PI,315Z5531M44168QC,,651S7040S58196FT,621T6953P61567FY,Wintel Desktop,12/7/2020,3/22/2021,2/20/2023,6/26/2020,10/22/2018,No,Yes,Urbana A,,,,,,12:00 AM,TRUE,TRUE,TRUE,12/1/2023,asset0168,Deployed,Exteranl Data,Hold to Kepp,Under Use,Yes,No,Yes,No,Yes,8.00,Medium,NQ65,WF96,\\path\assets\asset0168,,,No,Yes,Confidential-Internal-Distribition,False ,LL22,ZU81,CI73,PR65,,,Saturday-Sunday,Bi-monthly,9:00 PM,No,Javascript,No,,C,3/28/2022,,48,,75,,,True,442R4479C46882KX,No,Enterprise Data,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000169,8/19/2018,,Medium,,533L3007R50599UJ,476B2966H84863GG,,960M2815D20254GJ,916J7168Z55831EV,Wintel Desktop,12/3/2018,2/27/2019,7/11/2021,8/19/2019,8/19/2021,Yes,Yes,,Group 3,Critiical Shared Service,,,,5:00 PM,FALSE,TRUE,FALSE,11/7/2023,asset0169,Deployed,Application,Sell,Set to be retired,No,Yes,Yes,Yes,No,9.00,High,ZO85,SL74,\\path\assets\asset0169,,,Yes,No,Confidential-Highly-Restricted,False ,WU10,PW47,GQ41,GJ10,Urbon A,Physically Hosted,Saturday-Sunday,,,No,Javascript,No,,C,9/5/2023,,24,,241,,,True,501S2249H68472SO,Yes,Other,Fasle,,,,,,,,,,,,,,,,,,,,,
id000170,10/19/2021,,High,,579G2357Z13665OR,739I6850A59863CY,,901T6727M16805RX,910G2326O23652ME,IBM,8/25/2022,6/10/2022,6/20/2018,4/2/2019,2/14/2023,Yes,Yes,,Group 0,Critiical Shared Service,,,,,FALSE,FALSE,FALSE,3/3/2023,asset0170,Retired,Utiltiy,Sell,Set to be retired,Yes,No,No,No,Yes,9.00,Low,MC87,GE28,\\path\assets\asset0170,,,Yes,No,Confidential-Internal-Distribition,False ,PE98,KL49,RF68,FC34,,Physically Hosted,,Monthly,9:00 PM,Yes,XML,No,,SAS,6/30/2020,,120:00:00,,48,,,Fasle,836X7167B83133JL,No,Infrastucture,Fasle,,Risk Management,,,,,,,,,,,,,,,,,,,
id000171,7/27/2018,,High,,326N5899B92869QW,365L2666H69049RH,,901Z4680X99953OO,407Q8368T77588BI,Wintel Desktop,4/4/2023,7/20/2021,7/27/2018,11/20/2021,5/8/2018,No,No,Urbana A,Group 0,Critiical Shared Service,,,,5:00 PM,FALSE,TRUE,FALSE,6/27/2022,asset0171,Deployed,Utiltiy,Hold to Kepp,Under Use,No,Yes,Yes,No,Yes,7.00,Low,MN56,EY48,\\path\assets\asset0171,,,Yes,No,Confidential-Restricted,False ,LN35,DT41,IE34,LV53,Out of Region,Physically Hosted,Sunday,Bi-monthly,9:00 PM,No,XML,Yes,,Net,5/7/2018,,50:00:00,,241,,,True,670V2821Y92938RU,Yes,Capital Markets,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000172,5/25/2020,,Low,,899K3385J60927MD,819P9027M86467VX,,399W4820H38104AV,377F1130S54864MH,Wintel Desktop,10/22/2019,5/8/2022,1/10/2024,10/11/2019,7/19/2018,Yes,Yes,Urbana A,,,,,,12:00 AM,TRUE,TRUE,FALSE,6/27/2019,asset0172,Retired,Exteranl Data,Sell,Set to be retired,No,Yes,Yes,No,Yes,8.00,High,XX11,KI56,\\path\assets\asset0172,,,No,No,Confidential-Internal-Distribition,False ,UG32,CO34,NN69,MH38,,Physically Hosted,Friday-Monday,Weekly,9:00 PM,No,,No,,,10/30/2022,,24:00:00,,48,,,Fasle,798S6567V47887LO,No,Technology Services,Fasle,,Data & Information Management,Unknoen,,,,,,,,,,,,,,,,,,
id000173,3/13/2022,,Low,,206M7367B71611LM,801R4273E12996SO,,733U9160W63652DF,700B6133U48844WW,Wintel Server,3/24/2020,3/20/2022,7/10/2022,9/16/2022,5/30/2023,No,No,Urbana A,Group 2,,,,,,TRUE,FALSE,FALSE,3/20/2021,asset0173,Deployed,Exteranl Data,Hold to Kepp,Under Use,No,No,No,No,Yes,7.00,High,IK89,CU24,\\path\assets\asset0173,,,Yes,No,Confidential-Highly-Restricted,False ,MQ25,FW35,YN26,FB99,Urbon B,Physically Hosted,Saturday,Weekly,9:00 PM,No,MS Excell,Yes,,SQL,9/20/2022,,120:00:00,,241,,,Fasle,134G3232M94045YT,No,Infrastucture,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
id000174,11/20/2023,,High,,540R6805F80034XX,252O3601T74688XS,,817X5899V42785IY,568H5726M92601JK,Wintel Desktop,9/16/2018,3/23/2019,9/26/2021,1/15/2018,5/9/2022,No,Yes,Urbana A,Group 1,Critiical Shared Service,,,,5:00 PM,TRUE,TRUE,TRUE,5/29/2024,asset0174,Retired,Exteranl Data,Sell,Set to be retired,No,Yes,No,Yes,Yes,9.00,High,VT99,GD70,\\path\assets\asset0174,,,No,Yes,Confidential-Highly-Restricted,False ,MP91,YJ49,RF44,EY12,RTP,Physically Hosted,Friday-Monday,Bi-monthly,12:00 AM,No,Javascript,Yes,,Java,9/25/2019,,24:00:00,,48,,,True,446Q8646H98588CA,Yes,Credit Loss Mgt,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
id000175,8/4/2021,,High,,315Z9979I75087HY,113M7127D44569CI,,632E1535A33296QF,597I5004G57718VC,Wintel Desktop,7/25/2019,1/8/2022,2/25/2023,5/20/2018,11/5/2023,No,No,,Group 1,Shared Service Direct,,,,5:00 PM,TRUE,TRUE,FALSE,6/21/2024,asset0175,Deployed,EUC,Sell,Set to be retired,Yes,No,No,Yes,Yes,8.00,High,ZY36,IM99,\\path\assets\asset0175,,,No,Yes,Confidential-Internal-Distribition,False ,BO55,IQ98,GY38,FQ23,RTP,Physically Hosted,,Bi-monthly,8:00 PM,Yes,MS Sharepoint,No,,SQL,11/18/2022,,50,,250,,,Fasle,687Q3336Z60778FY,Yes,Lender and Servicing Tech,Fasle,,,,,,,,,,,,,,,,,,,,,
id000176,10/31/2020,,Low,,127X8423B22124XK,679T5063P37815HU,,296B1564T44664GW,834L6591D27584RP,Unix/Solaris,2/17/2022,6/26/2023,4/7/2020,7/11/2018,2/26/2023,Yes,No,,Group 2,,,,,12:00 AM,TRUE,TRUE,TRUE,1/25/2024,asset0176,Retired,Exteranl Data,Sell,Set to be retired,Yes,Yes,Yes,Yes,Yes,9.00,Low,GT60,QR74,\\path\assets\asset0176,,,Yes,No,Confidential-Highly-Restricted,False ,VP28,VB84,VN80,US12,,Physically Hosted,,Weekly,9:00 PM,No,MS Excell,Yes,,,5/7/2018,,24:00:00,,75,,,True,252K2199B21175ZG,Yes,Capital Markets,Fasle,,Technology Management,,,,,,,,,,,,,,,,,,,
id000177,8/5/2022,,High,,316B8433U54062CY,200F8148E21346MO,,345W7641I79769KP,230I3668N12416TJ,IBM,3/24/2019,5/22/2022,6/15/2021,5/5/2021,5/5/2021,Yes,Yes,,Group 3,Critiical Shared Service,,,,5:00 PM,TRUE,FALSE,FALSE,9/3/2023,asset0177,Deployed,Exteranl Data,Hold to Kepp,Under Use,No,No,Yes,Yes,No,7.00,Low,IE62,VM16,\\path\assets\asset0177,,,Yes,No,Confidential-Internal-Distribition,False ,XY23,YI23,LL67,ES47,RTP,,Saturday-Sunday,Weekly,12:00 AM,No,MS Sharepoint,Yes,,Net,1/25/2023,,50:00:00,,121,,,Fasle,355U7398D11635CM,Yes,Lender and Servicing Tech,Fasle,,,,,,,,,,,,,,,,,,,,,
id000178,11/10/2019,,Medium,,995T6796Z29950QD,108C3189N62338LQ,,346Q2052J88191WC,414S6423A49136EW,Wintel Server,8/13/2024,7/8/2022,4/24/2018,6/22/2022,11/30/2019,Yes,Yes,,,,,,,,FALSE,TRUE,TRUE,9/1/2023,asset0178,Retired,Utiltiy,Sell,Set to be retired,Yes,No,No,No,Yes,7.00,Low,GV46,PC72,\\path\assets\asset0178,,,Yes,Yes,Confidential-Restricted,False ,IR15,AX16,MG26,GG61,Urbon B,,Saturday-Sunday,,,No,,Yes,,SQL,1/9/2019,,24:00:00,,241,,,True,321E5944G76757IZ,No,Other,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000179,8/16/2018,,High,,562Q2531J70811PO,691Z8115P57490AD,,691C3353R40439GK,828D2056V88790HF,Wintel Desktop,3/23/2019,8/28/2022,11/9/2023,4/5/2021,6/16/2018,No,Yes,,Group 0,Shared Service Direct,,,,5:00 PM,TRUE,FALSE,TRUE,12/13/2022,asset0179,Deployed,Application,Hold to Kepp,Under Use,No,Yes,No,No,Yes,9.00,Medium,ET93,DK23,\\path\assets\asset0179,,,Yes,No,Confidential-Restricted,False ,DN83,RH93,FU16,SX27,Urbon B,Physically Hosted,,Weekly,12:00 AM,Yes,MS Sharepoint,No,,,4/28/2023,,24,,241,,,True,992Q4320V81971IC,Yes,Credit Loss Mgt,Fasle,,,,,,,,,,,,,,,,,,,,,
id000180,3/31/2018,,Medium,,846D4705Z53789HG,384Z2905E69842JZ,,578J3981R46216VW,447C2649M28873HJ,Wintel Server,1/28/2022,4/27/2022,8/23/2020,3/18/2023,8/30/2021,Yes,Yes,,Group 0,Critiical Shared Service,,,,,FALSE,FALSE,TRUE,11/3/2018,asset0180,Deployed,Exteranl Data,Sell,Set to be retired,Yes,Yes,No,Yes,Yes,8.00,Medium,FQ20,XW49,\\path\assets\asset0180,,,Yes,Yes,Confidential-Restricted,False ,ZB29,XH24,WS78,LG92,RTP,,Friday-Monday,Monthly,8:00 PM,No,,No,,Java,1/21/2023,,50,,121,,,Fasle,849X1127F14701HD,Yes,End User Support,Fasle,,,,,,,,,,,,,,,,,,,,,
id000181,1/29/2021,,High,,311R8841P20753HP,233A3156B16038SG,,242Y2106N99615GD,638O2116H31521EA,Unix/Solaris,2/3/2023,6/17/2020,6/15/2019,6/14/2022,9/21/2021,Yes,Yes,,Group 2,,,,,12:00 AM,FALSE,FALSE,FALSE,12/2/2020,asset0181,Deployed,Application,Sell,Set to be retired,No,Yes,No,Yes,Yes,9.00,High,HC36,TO24,\\path\assets\asset0181,,,No,No,Confidential-Internal-Distribition,False ,JI56,HH71,HI51,ID53,Urbon B,,Friday-Monday,,,No,XML,No,,Net,2/19/2019,,48,,96,,,Fasle,524E8066M48428TP,Yes,Enterprise Data,Fasle,,,,,,,,,,,,,,,,,,,,,
id000182,6/21/2023,,High,,271O3124K53010TO,832K2194Z94060YL,,831N1909K65328GC,243M4796D56029BY,Unix/Solaris,7/13/2021,1/17/2023,8/9/2021,3/14/2022,1/11/2018,No,No,,,,,,,5:00 PM,FALSE,FALSE,TRUE,1/17/2024,asset0182,Retired,Utiltiy,Hold to Kepp,Under Use,Yes,Yes,Yes,Yes,Yes,8.00,High,XC18,ZF91,\\path\assets\asset0182,,,Yes,Yes,Confidential-Internal-Distribition,False ,MS11,PP12,FC11,BT85,Urbon A,Physically Hosted,Sunday,,,Yes,MS Excell,No,,SQL,4/27/2020,,24,,48,,,True,287M8845Y44843SE,Yes,Enterprise Data,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000183,6/19/2021,,Low,,589K8460Y94670DS,671O9070G68236YD,,631A9346F77017XF,360T6231E35262FA,IBM,9/19/2018,7/12/2019,3/12/2022,12/23/2020,2/26/2023,Yes,No,Urbana A,Group 1,,,,,12:00 AM,FALSE,FALSE,FALSE,4/26/2024,asset0183,Retired,Exteranl Data,Hold to Kepp,Under Use,Yes,Yes,No,Yes,Yes,8.00,Medium,EI34,XY92,\\path\assets\asset0183,,,Yes,Yes,Confidential-Internal-Distribition,False ,PM94,JJ85,RI34,KT34,Out of Region,Physically Hosted,Saturday-Sunday,Weekly,8:00 PM,Yes,Javascript,No,,C++,4/21/2023,,120:00:00,,250,,,True,240N1506H90242IZ,Yes,Capital Markets,Fasle,,Data & Information Management,Unknoen,,,,,,,,,,,,,,,,,,
id000184,2/17/2023,,High,,866C1170G67038TN,989H9352Y30397CI,,390C2469C38611BP,121X8058Q87546WX,Linux,5/23/2019,11/30/2022,5/10/2023,6/18/2019,10/28/2021,Yes,No,Urbana A,Group 3,Shared Service Direct,,,,5:00 PM,TRUE,TRUE,FALSE,3/21/2020,asset0184,Deployed,Utiltiy,Hold to Kepp,Under Use,Yes,No,Yes,No,Yes,8.00,Medium,WH11,IY21,\\path\assets\asset0184,,,Yes,No,Confidential-Internal-Distribition,False ,KS88,CG63,HV86,NF26,Out of Region,,Friday,Monthly,8:00 PM,No,XML,No,,MS Acess,8/22/2019,,50:00:00,,241,,,True,476L2963P47910IT,Yes,End User Support,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000185,11/6/2020,,High,,125H7094F95836PE,703Y1948F27349BB,,218D8044D99374PE,966S4042K45349JE,Wintel Desktop,8/25/2023,2/19/2021,10/18/2018,5/6/2020,1/15/2021,Yes,Yes,,Group 2,Shared Service Direct,,,,,TRUE,TRUE,TRUE,9/17/2019,asset0185,Retired,Utiltiy,Hold to Kepp,Under Use,Yes,Yes,No,No,No,8.00,Low,SX19,NJ94,\\path\assets\asset0185,,,Yes,Yes,Confidential-Internal-Distribition,False ,AX68,WS66,NH42,QT35,,,Friday,Monthly,9:00 PM,No,MS Excell,No,,SQL,4/26/2021,,50,,250,,,True,274W5801T56122GI,Yes,Other,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
id000186,6/30/2023,,Medium,,537N5790F49950SH,682G5829D48673AI,,187C8545W43744QU,155I4861Z86874ZV,Wintel Server,11/29/2020,2/12/2021,12/1/2022,3/27/2021,8/25/2018,No,Yes,Urbana A,Group 1,Shared Service Direct,,,,5:00 PM,TRUE,TRUE,TRUE,12/29/2020,asset0186,Deployed,Application,Hold to Kepp,Under Use,No,Yes,Yes,Yes,Yes,7.00,High,IG91,ZG86,\\path\assets\asset0186,,,No,No,Confidential-Internal-Distribition,False ,CC75,UQ62,AW27,EU59,Urbon A,,Friday-Monday,Weekly,12:00 AM,No,MS Excell,Yes,,C,2/6/2024,,48,,96,,,True,100S6077X21933EW,No,M&A,Fasle,,,,,,,,,,,,,,,,,,,,,
id000187,1/29/2018,,Medium,,920U6181J34977CX,150Y3455S54149WK,,335O9599J83449NT,419A4240I40641ZX,Linux,7/22/2023,6/24/2018,2/9/2021,3/31/2021,5/29/2018,No,Yes,Urbana A,,Shared Service Direct,,,,12:00 AM,FALSE,FALSE,TRUE,4/23/2022,asset0187,Retired,Utiltiy,Sell,Set to be retired,No,Yes,No,Yes,No,8.00,High,TH36,ZE85,\\path\assets\asset0187,,,No,Yes,Confidential-Restricted,False ,AF60,HE53,VD82,NX59,,Physically Hosted,Friday,Monthly,5:00 AM,Yes,XML,Yes,,VB,1/30/2022,,50:00:00,,121,,,Fasle,991Z2924Q78874HN,Yes,M&A,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000188,12/31/2022,,Medium,,800W8317W16426XC,310A8425O42881SU,,136O9538J59969DZ,825C9445L44466GA,Unix/Solaris,5/26/2019,2/18/2018,11/13/2021,9/24/2023,3/2/2020,Yes,Yes,,Group 1,,,,,12:00 AM,FALSE,TRUE,FALSE,7/10/2020,asset0188,Retired,Exteranl Data,Hold to Kepp,Under Use,No,Yes,Yes,No,No,8.00,Low,QV81,TQ19,\\path\assets\asset0188,,,No,No,Confidential-Internal-Distribition,False ,JO52,YV87,OW21,KQ93,Urbon A,,,Bi-monthly,8:00 PM,No,MS Sharepoint,Yes,,C++,3/2/2020,,120:00:00,,96,,,Fasle,628O7875E25352VA,No,Credit Loss Mgt,Fasle,,,,,,,,,,,,,,,,,,,,,
id000189,4/10/2022,,Low,,822A1652L58140UA,492O1352K17540XR,,400W1049X21055KH,237B6846U64072DU,Linux,8/15/2022,1/23/2021,8/30/2023,2/17/2021,2/2/2023,No,Yes,,Group 3,Critiical Shared Service,,,,12:00 AM,FALSE,TRUE,TRUE,12/11/2023,asset0189,Retired,Exteranl Data,Sell,Set to be retired,Yes,No,No,No,Yes,9.00,Low,OP78,GJ67,\\path\assets\asset0189,,,Yes,No,Confidential-Internal-Distribition,False ,XI79,BY66,EG17,PE53,Urbon A,Physically Hosted,Sunday,Weekly,9:00 PM,Yes,MS Excell,Yes,,SQL,7/1/2023,,24,,241,,,Fasle,377C3672L97914RK,No,Credit Loss Mgt,Fasle,,Data & Information Management,,,,,,,,,,,,,,,,,,,
id000190,4/16/2020,,High,,739X8802W11766BE,755H5584D84944IU,,208Q4160H83515WZ,657U9618N13830HE,IBM,11/12/2019,12/1/2022,6/17/2022,6/13/2019,6/21/2023,No,No,Urbana A,Group 2,Critiical Shared Service,,,,12:00 AM,TRUE,FALSE,FALSE,1/24/2023,asset0190,Retired,Application,Sell,Set to be retired,Yes,Yes,Yes,No,Yes,7.00,Low,IH23,XF88,\\path\assets\asset0190,,,No,No,Confidential-Internal-Distribition,False ,ME36,ZP38,LN23,AH52,,,Friday-Monday,Weekly,9:00 PM,Yes,MS Sharepoint,No,,,7/21/2023,,120:00:00,,241,,,True,611V2582V35439AX,No,Technology Services,Fasle,,,,,,,,,,,,,,,,,,,,,
id000191,7/13/2023,,Medium,,917V3779K97267ZD,210U4177P90657VT,,156U7285J92785KO,730W7636I68367PY,Unix/Solaris,8/10/2023,12/1/2023,5/11/2019,9/16/2019,12/22/2022,No,Yes,,Group 2,,,,,12:00 AM,FALSE,TRUE,FALSE,4/17/2023,asset0191,Retired,Exteranl Data,Sell,Set to be retired,No,Yes,No,Yes,Yes,8.00,Low,YO47,WX90,\\path\assets\asset0191,,,Yes,No,Confidential-Highly-Restricted,False ,AX75,VM33,YO56,NS63,RTP,Physically Hosted,,Bi-monthly,5:00 AM,Yes,Javascript,Yes,,VB,9/20/2019,,50,,48,,,True,462V9921I93190FC,Yes,M&A,Fasle,,,,,,,,,,,,,,,,,,,,,
id000192,3/10/2021,,High,,589C4518H39693GU,849R5765J92545OB,,937K2791A73774EI,750M9135L50160MA,Linux,5/25/2022,1/6/2021,6/10/2022,4/14/2020,6/3/2018,No,No,Urbana A,,,,,,5:00 PM,FALSE,TRUE,FALSE,3/16/2022,asset0192,Retired,Exteranl Data,Hold to Kepp,Under Use,Yes,Yes,No,Yes,Yes,9.00,High,JF13,PY79,\\path\assets\asset0192,,,No,No,Confidential-Restricted,False ,HI65,OC42,UE51,LQ47,Out of Region,,,Weekly,9:00 PM,No,Javascript,Yes,,C,1/1/2021,,50:00:00,,250,,,True,102S1154H95333UB,Yes,Lender and Servicing Tech,Fasle,,,,,,,,,,,,,,,,,,,,,
id000193,3/6/2022,,Medium,,155P3814C85529QH,527Q6891E73305OA,,233E5713N48866TD,182V9132M18662QU,Wintel Server,11/4/2021,11/1/2020,9/2/2022,4/16/2022,10/29/2018,No,No,Urbana A,,Critiical Shared Service,,,,5:00 PM,TRUE,TRUE,TRUE,4/8/2023,asset0193,Retired,Application,Sell,Set to be retired,Yes,Yes,Yes,No,Yes,7.00,High,LK69,GR12,\\path\assets\asset0193,,,Yes,No,Confidential-Highly-Restricted,False ,TO41,EC18,VB30,WW16,,Physically Hosted,Friday,,,No,MS Sharepoint,Yes,,Javascript,5/23/2018,,24,,241,,,True,985N8888B67159DB,No,Infrastucture,Fasle,,,,,,,,,,,,,,,,,,,,,
id000194,9/11/2019,,Low,,656C9095W44778OC,916R4069V59322SS,,952J3472F78836GK,314J8355L21974TM,Linux,1/1/2023,9/24/2019,12/27/2018,2/8/2018,5/17/2021,Yes,Yes,Urbana A,Group 2,Shared Service Direct,,,,,FALSE,FALSE,TRUE,8/30/2023,asset0194,Deployed,Utiltiy,Sell,Set to be retired,No,Yes,Yes,No,Yes,7.00,High,AE90,FQ95,\\path\assets\asset0194,,,No,No,Confidential-Internal-Distribition,False ,AL80,DN68,YV37,JL40,,,Saturday,,,No,MS Sharepoint,Yes,,VB,12/30/2018,,50,,121,,,True,237W4094N79297DB,No,Lender and Servicing Tech,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
id000195,5/28/2019,,Low,,570X8659F83502CF,852J3374Y89452EV,,408Q3811O44084PG,689Z3839I89551VZ,Unix/Solaris,6/24/2019,1/24/2019,3/3/2022,5/10/2022,3/3/2018,No,No,,,Shared Service Direct,,,,5:00 PM,TRUE,TRUE,TRUE,11/21/2018,asset0195,Retired,Utiltiy,Hold to Kepp,Under Use,Yes,No,Yes,No,Yes,9.00,Low,VH63,WM98,\\path\assets\asset0195,,,Yes,No,Confidential-Restricted,False ,YJ44,DB34,UV62,JV44,Urbon B,Physically Hosted,Friday-Monday,Monthly,12:00 AM,Yes,XML,No,,Net,6/16/2020,,48,,241,,,True,436A2772G54379EM,Yes,Capital Markets,Fasle,,Technology Management,Unknoen,,,,,,,,,,,,,,,,,,
id000196,2/3/2019,,Low,,219T9249U86804PT,205S5064O29708BY,,376U7235Q71405IP,540C5249B85434CQ,IBM,2/22/2021,6/21/2021,4/6/2022,7/21/2020,8/24/2018,Yes,Yes,,Group 3,,,,,5:00 PM,FALSE,FALSE,TRUE,10/8/2024,asset0196,Retired,Application,Hold to Kepp,Under Use,Yes,No,Yes,No,No,8.00,Low,KU19,VF31,\\path\assets\asset0196,,,Yes,Yes,Confidential-Restricted,False ,TO43,CH27,ZN70,PE13,Out of Region,,Friday-Monday,,,Yes,,No,,VB,12/21/2018,,50:00:00,,241,,,Fasle,282B7560D10923FL,No,Enterprise Data,Fasle,,,,,,,,,,,,,,,,,,,,,
id000197,3/21/2018,,High,,222Z3484L54027SX,473R3708X67209YV,,333L1671O40091DT,623I4486P33200ON,Wintel Server,12/31/2021,2/17/2023,4/26/2021,7/4/2020,8/24/2018,Yes,Yes,,Group 0,Critiical Shared Service,,,,,FALSE,TRUE,FALSE,10/8/2022,asset0197,Deployed,EUC,Sell,Set to be retired,No,Yes,No,No,Yes,8.00,High,WW33,NT91,\\path\assets\asset0197,,,Yes,No,Confidential-Restricted,False ,QN88,RG32,TU64,PI80,Out of Region,Physically Hosted,Friday,Weekly,8:00 PM,Yes,XML,No,,C++,8/29/2023,,48,,250,,,Fasle,108E9416J60309VC,Yes,Lender and Servicing Tech,Fasle,,,,,,,,,,,,,,,,,,,,,
id000198,6/11/2021,,Medium,,136N7988F48254AR,147L8460L38893PW,,832I5696H23199AX,494M7450T85773RB,Unix/Solaris,10/21/2023,10/18/2018,8/26/2022,11/2/2019,1/5/2024,Yes,No,Urbana A,Group 3,Shared Service Direct,,,,,TRUE,TRUE,FALSE,9/27/2018,asset0198,Retired,Utiltiy,Hold to Kepp,Under Use,Yes,No,No,No,No,7.00,High,PE12,XG80,\\path\assets\asset0198,,,No,No,Confidential-Internal-Distribition,False ,FR11,BM73,QP51,VY82,RTP,Physically Hosted,Saturday,Bi-monthly,8:00 PM,Yes,MS Excell,Yes,,C,3/17/2023,,50,,75,,,Fasle,774Q1408I62810GN,Yes,Capital Markets,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
